X,Y,Means
630,70,0.1423
80,80,4.2607
370,100,4.4303
270,110,1.0085
610,240,3.5589
370,50,2.5539
510,120,0.68575
180,80,1.2993
580,240,3.3518
510,190,1.0586
110,240,0.099898
440,230,0.23144
510,150,0.87027
320,100,2.0152
270,190,4.1304
540,210,2.3944
650,200,3.0327
620,150,2.7997
390,230,0.99398
510,140,0.80485
100,60,3.6308
240,80,0.25578
260,50,0.11863
460,50,1.4776
530,180,1.7797
120,90,4.5249
520,140,0.88064
230,150,1.2508
260,210,3.5703
440,220,0.32297
350,60,2.2623
340,220,3.4882
510,170,0.99398
90,80,4.5242
480,160,0.88606
90,240,0.097778
500,90,0.7236
60,180,1.0095
590,210,4.8043
250,130,1.231
400,130,4.4309
450,120,2.8304
630,210,4.0937
270,220,3.8657
290,240,3.5677
250,220,2.8057
550,230,2.535
410,180,1.7765
60,90,3.5589
270,60,0.2177
120,200,0.63232
330,160,3.9461
630,110,0.82662
420,120,4.3409
440,80,3.3588
490,140,0.93671
330,230,3.5523
240,90,0.34294
190,80,0.93906
530,120,0.67894
510,130,0.74301
80,240,0.091805
370,190,2.666
600,160,3.6316
560,130,1.3876
400,150,3.4441
530,140,1.0371
210,80,0.46935
280,180,4.3409
260,170,3.0811
230,50,0.13347
200,210,0.7236
570,90,0.38651
320,160,4.0284
260,120,1.1286
480,80,1.2995
650,110,0.60018
320,240,3.3792
130,180,1.1754
600,100,0.67835
280,90,0.69306
220,200,1.4292
180,150,1.0136
450,230,0.19604
620,130,1.7325
220,240,1.0152
80,100,4.6156
370,200,2.4419
300,120,2.0164
130,80,3.8561
520,90,0.39876
240,200,2.4512
620,180,4.2608
350,90,3.2423
280,140,2.456
580,70,0.16355
160,220,0.2282
610,210,4.804
350,70,2.6364
640,80,0.20386
410,140,3.777
330,110,2.666
450,60,2.2044
170,150,1.2415
50,210,0.26969
390,120,4.7995
360,160,3.5346
510,90,0.52386
230,60,0.17206
80,70,3.8553
400,70,4.1994
550,180,2.815
410,120,4.6488
300,210,4.9613
650,50,0.033701
560,90,0.35214
370,240,1.4456
660,90,0.21642
610,90,0.43653
460,200,0.45846
500,200,0.76993
110,90,4.8043
170,80,1.742
600,90,0.44625
600,200,5.0002
590,220,4.5244
390,210,1.4064
200,60,0.50601
120,180,1.2904
400,190,1.6544
450,150,1.9068
590,50,0.056664
320,80,1.5427
370,210,2.2109
420,90,4.5498
140,70,3.0337
620,210,4.5242
220,110,0.55775
650,180,2.7995
140,230,0.14858
140,130,3.0439
340,80,2.4505
60,160,1.7673
200,220,0.66273
160,240,0.12033
540,170,2.0701
310,110,1.9405
570,160,3.0402
560,230,3.0337
470,130,1.6371
160,70,2.0363
160,80,2.2523
170,140,1.4456
530,60,0.16085
440,190,0.84505
290,130,2.2138
630,230,3.4884
320,200,4.8038
230,240,1.3663
140,170,1.3876
300,160,3.9609
560,170,3.0439
140,140,2.651
130,50,2.5333
90,150,2.9731
620,70,0.15741
500,150,0.82187
460,140,1.8301
650,60,0.060185
390,50,2.9836
60,60,2.6365
650,160,2.2022
300,200,5.0918
370,170,3.135
600,130,1.878
90,110,4.8041
50,110,2.9726
250,120,0.94574
100,70,4.1764
570,150,2.5425
500,70,0.5883
190,230,0.40508
70,120,3.8553
300,80,0.90687
540,110,0.57889
630,100,0.56533
110,70,4.0938
210,240,0.72741
650,150,1.8394
460,170,1.0212
550,50,0.06738
110,130,4.095
60,70,3.0327
370,230,1.7097
580,220,4.2612
120,120,4.2629
430,100,4.2015
220,50,0.19033
180,70,1.171
500,240,0.50601
150,70,2.535
380,190,2.2764
590,110,0.97349
210,120,0.68892
530,100,0.42422
400,200,1.355
370,180,2.8936
50,90,2.9726
170,210,0.33374
90,230,0.16748
200,230,0.5883
530,170,1.6314
350,160,3.6783
160,210,0.31366
230,70,0.21899
620,160,3.3518
150,110,2.9836
420,240,0.30096
130,90,4.095
100,50,3.0327
70,130,3.4884
370,90,4.2605
300,220,4.6537
310,220,4.5798
170,130,1.6314
100,210,0.44625
290,50,0.32633
660,180,2.2466
560,120,1.0371
480,90,1.3883
80,180,1.2836
330,80,1.9668
330,200,4.4303
310,90,1.4064
540,190,2.4053
570,100,0.58065
340,90,2.7085
430,70,3.4947
90,50,2.9726
170,220,0.2625
160,100,2.4472
60,190,0.71857
100,120,4.616
250,210,2.9825
230,210,1.8559
100,240,0.10042
290,60,0.42275
490,240,0.34514
420,170,1.9731
380,170,2.8937
400,100,5.0918
600,50,0.056562
190,210,0.52386
80,50,2.7995
130,140,3.0402
180,160,0.88064
270,50,0.15902
360,150,3.6783
260,230,3.037
320,60,1.1013
250,60,0.14084
360,100,3.9601
520,50,0.18568
270,90,0.55337
550,150,1.8731
420,190,1.1961
410,100,4.9617
510,60,0.3425
450,140,2.2562
330,90,2.2109
630,200,4.1764
660,100,0.32938
210,130,0.74579
150,160,1.5165
330,120,2.8936
280,100,0.91299
490,220,0.46935
480,220,0.34421
80,210,0.41073
550,190,2.9836
180,210,0.39876
280,110,1.1961
560,140,1.789
520,200,1.4285
350,80,2.9697
280,210,4.5498
70,190,0.82662
280,230,3.8651
460,120,2.2825
440,60,2.639
300,230,4.1994
590,80,0.27849
580,200,4.6166
530,200,1.8997
260,100,0.62045
640,70,0.12366
430,140,3.123
190,240,0.3425
560,150,2.2203
640,90,0.3229
250,150,1.9068
80,200,0.62496
530,150,1.2415
70,200,0.56533
550,130,1.1846
400,220,0.90687
200,70,0.58965
340,230,3.1155
90,180,1.3633
660,130,0.91342
400,240,0.59179
580,190,4.5257
420,110,4.5812
640,200,3.6308
100,160,2.435
340,160,3.8211
140,90,3.5615
240,70,0.19068
540,160,1.8156
160,60,1.7693
120,230,0.16355
440,210,0.44938
380,160,3.2564
530,130,0.84653
60,100,3.6308
200,100,0.76993
120,60,3.3518
50,70,2.5331
190,130,0.99398
330,170,4.1927
490,170,0.74579
420,180,1.5495
210,200,1.0502
490,120,1.0381
190,100,1.0504
230,170,1.6371
650,230,2.5331
290,160,3.777
490,210,0.52738
220,190,1.4197
290,100,1.1115
320,190,4.7994
310,80,1.1892
490,190,0.63521
380,130,4.3771
630,220,3.8553
660,230,2.0328
590,170,4.095
170,60,1.3661
300,130,2.4432
480,190,0.55775
160,90,2.3944
580,140,2.2522
290,190,4.8927
550,220,2.8026
610,60,0.097778
510,50,0.28067
520,180,1.3616
370,160,3.3956
170,170,0.84653
610,220,4.5242
350,50,1.8731
