X,Y,Means
300,80,0.16448
560,190,3.066
650,170,2.3013
620,180,2.9183
610,230,4.9441
560,120,1.1833
350,240,-0.076534
590,190,4.8955
640,50,-0.17277
460,220,2.2121
120,150,2.5239
610,90,1.5696
260,160,3.4852
130,150,1.6691
360,50,3.938
470,90,0.5668
360,210,3.0376
250,140,1.1988
410,160,2.0403
80,130,3.3488
150,60,0.6615
560,240,3.4925
610,100,0.18446
340,50,2.0222
530,200,2.1186
550,220,3.8457
480,140,1.6674
590,110,2.2217
60,210,1.4268
450,110,3.6003
410,220,1.2777
90,100,5.0106
50,180,-0.72444
550,70,-0.34751
560,210,4.998
560,200,4.0981
450,160,2.374
510,110,0.77496
530,100,0.97069
550,210,3.5907
420,200,0.84927
350,100,1.2671
430,240,0.23957
620,100,1.0962
50,120,3.2099
190,120,-0.058739
520,80,-0.14394
150,160,1.1274
650,160,2.0334
580,130,1.8993
100,100,4.9915
360,140,3.6376
140,190,0.28
70,120,4.4773
290,160,1.802
150,240,1.0176
110,80,5.0384
370,150,3.1654
140,100,3.3289
130,200,1.8502
280,50,-1.502
80,220,-1.4446
550,140,0.28746
350,220,3.4294
220,60,1.4522
460,100,2.8844
160,60,0.5023
180,110,1.9819
340,100,3.662
90,170,1.9568
240,180,3.6994
630,80,0.59593
200,70,0.74005
460,210,1.3626
120,130,3.6611
390,170,4.1831
190,140,0.70823
640,210,2.5974
310,110,2.3336
70,150,2.726
160,220,1.859
