X,Y,Means
160,60,3.1194
160,70,3.2009
160,80,3.2676
160,90,3.3189
160,100,3.3541
160,110,3.3729
160,120,3.3753
160,130,3.3613
160,140,3.3313
160,150,3.2857
160,160,3.2253
160,170,3.1509
160,180,3.0636
160,190,2.9645
160,200,2.855
160,210,2.7364
160,220,2.6102
160,230,2.4778
160,240,2.3407
160,250,2.2004
160,260,2.0584
160,270,1.916
160,280,1.7744
160,290,1.635
170,50,3.0305
170,60,3.1252
170,70,3.206
170,80,3.2721
170,90,3.3227
170,100,3.3573
170,110,3.3756
170,120,3.3775
170,130,3.3631
170,140,3.3327
170,150,3.2869
170,160,3.2263
170,170,3.1518
170,180,3.0645
170,190,2.9656
170,200,2.8563
170,210,2.738
170,220,2.6122
170,230,2.4803
170,240,2.3437
170,250,2.2041
170,260,2.0627
170,270,1.921
170,280,1.7802
170,290,1.6415
180,50,3.0248
180,60,3.1183
180,70,3.198
180,80,3.2631
180,90,3.3127
180,100,3.3465
180,110,3.3641
180,120,3.3655
180,130,3.3506
180,140,3.32
180,150,3.274
180,160,3.2135
180,170,3.1392
180,180,3.0523
180,190,2.9539
180,200,2.8453
180,210,2.7278
180,220,2.6029
180,230,2.472
180,240,2.3366
180,250,2.1981
180,260,2.0581
180,270,1.9177
180,280,1.7783
180,290,1.641
190,50,3.0069
190,60,3.0988
190,70,3.177
190,80,3.2407
190,90,3.2892
190,100,3.322
190,110,3.3387
190,120,3.3394
190,130,3.3242
190,140,3.2934
190,150,3.2474
190,160,3.1872
190,170,3.1134
190,180,3.0272
190,190,2.9296
190,200,2.8221
190,210,2.7059
190,220,2.5824
190,230,2.4532
190,240,2.3195
190,250,2.1829
190,260,2.0447
190,270,1.9063
190,280,1.7689
190,290,1.6337
200,50,2.977
200,60,3.0669
200,70,3.1433
200,80,3.2053
200,90,3.2523
200,100,3.2839
200,110,3.2997
200,120,3.2998
200,130,3.2841
200,140,3.2532
200,150,3.2074
200,160,3.1476
200,170,3.0746
200,180,2.9894
200,190,2.8932
200,200,2.7872
200,210,2.6728
200,220,2.5513
200,230,2.4242
200,240,2.2929
200,250,2.1587
200,260,2.0231
200,270,1.8873
200,280,1.7525
200,290,1.62
210,50,2.9356
210,60,3.023
210,70,3.0972
210,80,3.1573
210,90,3.2026
210,100,3.2328
210,110,3.2476
210,120,3.2469
210,130,3.2309
210,140,3.1999
210,150,3.1545
210,160,3.0954
210,170,3.0235
210,180,2.9396
210,190,2.8451
210,200,2.7411
210,210,2.629
210,220,2.51
210,230,2.3856
210,240,2.2572
210,250,2.1261
210,260,1.9936
210,270,1.861
210,280,1.7295
210,290,1.6002
220,50,2.883
220,60,2.9676
220,70,3.0393
220,80,3.0971
220,90,3.1406
220,100,3.1693
220,110,3.1829
220,120,3.1815
220,130,3.1652
220,140,3.1343
220,150,3.0895
220,160,3.0313
220,170,2.9606
220,180,2.8786
220,190,2.7861
220,200,2.6846
220,210,2.5752
220,220,2.4592
220,230,2.3381
220,240,2.2131
220,250,2.0856
220,260,1.9569
220,270,1.8282
220,280,1.7005
220,290,1.575
230,50,2.8199
230,60,2.9014
230,70,2.9702
230,80,3.0257
230,90,3.0671
230,100,3.0941
230,110,3.1066
230,120,3.1044
230,130,3.0878
230,140,3.0572
230,150,3.013
230,160,2.956
230,170,2.887
230,180,2.807
230,190,2.7171
230,200,2.6184
230,210,2.5122
230,220,2.3998
230,230,2.2824
230,240,2.1615
230,250,2.0382
230,260,1.9138
230,270,1.7894
230,280,1.6661
230,290,1.545
240,50,2.747
240,60,2.8251
240,70,2.8909
240,80,2.9436
240,90,2.9828
240,100,3.0082
240,110,3.0194
240,120,3.0165
240,130,2.9998
240,140,2.9695
240,150,2.9262
240,160,2.8706
240,170,2.8036
240,180,2.726
240,190,2.6389
240,200,2.5435
240,210,2.441
240,220,2.3326
240,230,2.2196
240,240,2.1031
240,250,1.9845
240,260,1.865
240,270,1.7455
240,280,1.6272
240,290,1.511
250,50,2.6652
250,60,2.7396
250,70,2.8021
250,80,2.852
250,90,2.8889
250,100,2.9124
250,110,2.9224
250,120,2.9189
250,130,2.9021
250,140,2.8723
250,150,2.8302
250,160,2.7762
250,170,2.7114
250,180,2.6366
250,190,2.5528
250,200,2.4611
250,210,2.3627
250,220,2.2588
250,230,2.1505
250,240,2.0391
250,250,1.9257
250,260,1.8115
250,270,1.6975
250,280,1.5846
250,290,1.4738
260,50,2.5753
260,60,2.6458
260,70,2.7049
260,80,2.7519
260,90,2.7864
260,100,2.8081
260,110,2.8169
260,120,2.8128
260,130,2.796
260,140,2.7669
260,150,2.7261
260,160,2.6741
260,170,2.6118
260,180,2.54
260,190,2.4599
260,200,2.3723
260,210,2.2784
260,220,2.1794
260,230,2.0764
260,240,1.9705
260,250,1.8628
260,260,1.7544
260,270,1.6462
260,280,1.5392
260,290,1.4342
270,50,2.4783
270,60,2.5448
270,70,2.6003
270,80,2.6444
270,90,2.6764
270,100,2.6963
270,110,2.704
270,120,2.6994
270,130,2.6828
270,140,2.6546
270,150,2.6153
270,160,2.5655
270,170,2.506
270,180,2.4377
270,190,2.3615
270,200,2.2784
270,210,2.1895
270,220,2.0958
270,230,1.9984
270,240,1.8985
270,250,1.7969
270,260,1.6947
270,270,1.5928
270,280,1.4921
270,290,1.3933
280,50,2.3754
280,60,2.4378
280,70,2.4897
280,80,2.5306
280,90,2.5603
280,100,2.5785
280,110,2.585
280,120,2.58
280,130,2.5638
280,140,2.5367
280,150,2.4991
280,160,2.4518
280,170,2.3955
280,180,2.3309
280,190,2.259
280,200,2.1808
280,210,2.0972
280,220,2.0092
280,230,1.9179
280,240,1.8243
280,250,1.7292
280,260,1.6336
280,270,1.5384
280,280,1.4443
280,290,1.352
290,50,2.2677
290,60,2.3258
290,70,2.3741
290,80,2.412
290,90,2.4393
290,100,2.4558
290,110,2.4614
290,120,2.4562
290,130,2.4405
290,140,2.4147
290,150,2.3791
290,160,2.3346
290,170,2.2816
290,180,2.2212
290,190,2.1539
290,200,2.0809
290,210,2.003
290,220,1.9211
290,230,1.8362
290,240,1.7492
290,250,1.661
290,260,1.5723
290,270,1.4841
290,280,1.3969
290,290,1.3114
300,50,2.1562
300,60,2.2102
300,70,2.2548
300,80,2.2898
300,90,2.3148
300,100,2.3297
300,110,2.3345
300,120,2.3293
300,130,2.3144
300,140,2.29
300,150,2.2568
300,160,2.2152
300,170,2.166
300,180,2.1099
300,190,2.0476
300,200,1.9801
300,210,1.9082
300,220,1.8327
300,230,1.7545
300,240,1.6745
300,250,1.5934
300,260,1.512
300,270,1.431
300,280,1.351
300,290,1.2726
310,50,2.0422
310,60,2.0921
310,70,2.1332
310,80,2.1653
310,90,2.1882
310,100,2.2017
310,110,2.2059
310,120,2.2008
310,130,2.1868
310,140,2.1643
310,150,2.1335
310,160,2.0953
310,170,2.0501
310,180,1.9986
310,190,1.9416
310,200,1.8799
310,210,1.8143
310,220,1.7455
310,230,1.6744
310,240,1.6016
310,250,1.5279
310,260,1.454
310,270,1.3804
310,280,1.3077
310,290,1.2365
320,50,1.927
320,60,1.9727
320,70,2.0105
320,80,2.0399
320,90,2.0608
320,100,2.0731
320,110,2.0768
320,120,2.0722
320,130,2.0594
320,140,2.0388
320,150,2.0109
320,160,1.9762
320,170,1.9353
320,180,1.8888
320,190,1.8374
320,200,1.7818
320,210,1.7227
320,220,1.6609
320,230,1.597
320,240,1.5316
320,250,1.4656
320,260,1.3993
320,270,1.3333
320,280,1.2681
320,290,1.2041
330,50,1.8115
330,60,1.8534
330,70,1.8879
330,80,1.9148
330,90,1.934
330,100,1.9453
330,110,1.9489
330,120,1.9449
330,130,1.9335
330,140,1.9153
330,150,1.8904
330,160,1.8595
330,170,1.8232
330,180,1.7819
330,190,1.7363
330,200,1.687
330,210,1.6347
330,220,1.5801
330,230,1.5236
330,240,1.466
330,250,1.4076
330,260,1.3491
330,270,1.2909
330,280,1.2333
330,290,1.1766
340,50,1.6971
340,60,1.7353
340,70,1.7669
340,80,1.7915
340,90,1.8091
340,100,1.8197
340,110,1.8233
340,120,1.8202
340,130,1.8107
340,140,1.7949
340,150,1.7734
340,160,1.7466
340,170,1.7151
340,180,1.6792
340,190,1.6397
340,200,1.597
340,210,1.5517
340,220,1.5044
340,230,1.4556
340,240,1.4057
340,250,1.3553
340,260,1.3046
340,270,1.2541
340,280,1.2041
340,290,1.1547
350,50,1.5848
350,60,1.6196
350,70,1.6484
350,80,1.671
350,90,1.6873
350,100,1.6975
350,110,1.7015
350,120,1.6996
350,130,1.6921
350,140,1.6792
350,150,1.6613
350,160,1.6389
350,170,1.6124
350,180,1.5822
350,190,1.549
350,200,1.513
350,210,1.475
350,220,1.4352
350,230,1.3941
350,240,1.3521
350,250,1.3096
350,260,1.2668
350,270,1.224
350,280,1.1815
350,290,1.1394
360,50,1.4756
360,60,1.5073
360,70,1.5337
360,80,1.5546
360,90,1.57
360,100,1.58
360,110,1.5847
360,120,1.5843
360,130,1.5791
360,140,1.5693
360,150,1.5553
360,160,1.5375
360,170,1.5163
360,180,1.4921
360,190,1.4653
360,200,1.4363
360,210,1.4055
360,220,1.3733
360,230,1.3401
360,240,1.306
360,250,1.2714
360,260,1.2365
360,270,1.2015
360,280,1.1664
360,290,1.1314
370,50,1.3706
370,60,1.3995
370,70,1.4238
370,80,1.4433
370,90,1.4581
370,100,1.4683
370,110,1.474
370,120,1.4754
370,130,1.4728
370,140,1.4664
370,150,1.4566
370,160,1.4436
370,170,1.428
370,180,1.4099
370,190,1.3897
370,200,1.3678
370,210,1.3445
370,220,1.32
370,230,1.2946
370,240,1.2684
370,250,1.2418
370,260,1.2147
370,270,1.1872
370,280,1.1595
370,290,1.1314
380,50,1.2706
380,60,1.2971
380,70,1.3196
380,80,1.3381
380,90,1.3527
380,100,1.3634
380,110,1.3705
380,120,1.374
380,130,1.3743
380,140,1.3716
380,150,1.3662
380,160,1.3583
380,170,1.3484
380,180,1.3366
380,190,1.3232
380,200,1.3085
380,210,1.2927
380,220,1.2759
380,230,1.2584
380,240,1.2401
380,250,1.2213
380,260,1.2019
380,270,1.1819
380,280,1.1613
380,290,1.14
390,50,1.1765
390,60,1.201
390,70,1.2221
390,80,1.24
390,90,1.2547
390,100,1.2663
390,110,1.275
390,120,1.281
390,130,1.2845
390,140,1.2857
390,150,1.285
390,160,1.2824
390,170,1.2784
390,180,1.2731
390,190,1.2666
390,200,1.2591
390,210,1.2509
390,220,1.2419
390,230,1.2321
390,240,1.2218
390,250,1.2107
390,260,1.1988
390,270,1.1861
390,280,1.1723
390,290,1.1575
400,50,1.0889
400,60,1.1118
400,70,1.132
400,80,1.1496
400,90,1.1647
400,100,1.1776
400,110,1.1883
400,120,1.197
400,130,1.2041
400,140,1.2095
400,150,1.2137
400,160,1.2167
400,170,1.2188
400,180,1.22
400,190,1.2205
400,200,1.2204
400,210,1.2197
400,220,1.2184
400,230,1.2164
400,240,1.2138
400,250,1.2103
400,260,1.2058
400,270,1.2001
400,280,1.193
400,290,1.1843
410,50,1.0085
410,60,1.0301
410,70,1.0497
410,80,1.0675
410,90,1.0836
410,100,1.098
410,110,1.1111
410,120,1.1229
410,130,1.1337
410,140,1.1437
410,150,1.1529
410,160,1.1617
410,170,1.17
410,180,1.1779
410,190,1.1854
410,200,1.1927
410,210,1.1995
410,220,1.2059
410,230,1.2116
410,240,1.2165
410,250,1.2204
410,260,1.223
410,270,1.2241
410,280,1.2234
410,290,1.2206
420,50,0.93562
420,60,0.95647
420,70,0.97599
420,80,0.99431
420,90,1.0116
420,100,1.028
420,110,1.0437
420,120,1.059
420,130,1.0739
420,140,1.0885
420,150,1.1031
420,160,1.1177
420,170,1.1324
420,180,1.1471
420,190,1.1617
420,200,1.1763
420,210,1.1907
420,220,1.2046
420,230,1.2179
420,240,1.2302
420,250,1.2412
420,260,1.2507
420,270,1.2583
420,280,1.2636
420,290,1.2662
430,50,0.87071
430,60,0.89121
430,70,0.911
430,80,0.93027
430,90,0.94918
430,100,0.96792
430,110,0.98665
430,120,1.0056
430,130,1.0248
430,140,1.0444
430,150,1.0645
430,160,1.0851
430,170,1.1062
430,180,1.1277
430,190,1.1495
430,200,1.1714
430,210,1.1932
430,220,1.2146
430,230,1.2352
430,240,1.2547
430,250,1.2727
430,260,1.2888
430,270,1.3025
430,280,1.3134
430,290,1.3212
440,50,0.81395
440,60,0.83452
440,70,0.855
440,80,0.8756
440,90,0.8965
440,100,0.91788
440,110,0.93993
440,120,0.96278
440,130,0.98654
440,140,1.0113
440,150,1.0371
440,160,1.0638
440,170,1.0914
440,180,1.1198
440,190,1.1487
440,200,1.1778
440,210,1.207
440,220,1.2356
440,230,1.2634
440,240,1.2899
440,250,1.3146
440,260,1.3369
440,270,1.3565
440,280,1.3727
440,290,1.3852
450,50,0.76542
450,60,0.78648
450,70,0.80804
450,80,0.83034
450,90,0.85357
450,100,0.87792
450,110,0.90356
450,120,0.9306
450,130,0.95913
450,140,0.98919
450,150,1.0207
450,160,1.0537
450,170,1.0879
450,180,1.1231
450,190,1.1591
450,200,1.1954
450,210,1.2317
450,220,1.2675
450,230,1.3022
450,240,1.3354
450,250,1.3665
450,260,1.3948
450,270,1.4198
450,280,1.441
450,290,1.4578
460,50,0.7251
460,60,0.74703
460,70,0.77005
460,80,0.7944
460,90,0.82028
460,100,0.84789
460,110,0.87737
460,120,0.90883
460,130,0.94231
460,140,0.97781
460,150,1.0153
460,160,1.0545
460,170,1.0953
460,180,1.1373
460,190,1.1802
460,200,1.2236
460,210,1.2669
460,220,1.3097
460,230,1.3511
460,240,1.3908
460,250,1.4279
460,260,1.4619
460,270,1.492
460,280,1.5177
460,290,1.5384
470,50,0.6928
470,60,0.71598
470,70,0.74081
470,80,0.76753
470,90,0.79636
470,100,0.82749
470,110,0.86104
470,120,0.8971
470,130,0.93569
470,140,0.97675
470,150,1.0201
470,160,1.0657
470,170,1.113
470,180,1.1618
470,190,1.2116
470,200,1.2619
470,210,1.3121
470,220,1.3615
470,230,1.4095
470,240,1.4552
470,250,1.4981
470,260,1.5374
470,270,1.5722
470,280,1.6021
470,290,1.6263
480,50,0.66826
480,60,0.69303
480,70,0.71999
480,80,0.74937
480,90,0.78141
480,100,0.81628
480,110,0.8541
480,120,0.89492
480,130,0.93873
480,140,0.98542
480,150,1.0348
480,160,1.0866
480,170,1.1405
480,180,1.196
480,190,1.2525
480,200,1.3096
480,210,1.3664
480,220,1.4222
480,230,1.4764
480,240,1.528
480,250,1.5763
480,260,1.6205
480,270,1.6597
480,280,1.6933
480,290,1.7206
490,50,0.65108
490,60,0.67776
490,70,0.70712
490,80,0.73942
490,90,0.7749
490,100,0.8137
490,110,0.85595
490,120,0.90165
490,130,0.95075
490,140,1.0031
490,150,1.0585
490,160,1.1166
490,170,1.1769
490,180,1.2389
490,190,1.302
490,200,1.3656
490,210,1.4288
490,220,1.4909
490,230,1.5509
490,240,1.6081
490,250,1.6615
490,260,1.7102
490,270,1.7535
490,280,1.7904
490,290,1.8204
500,50,0.64077
500,60,0.66962
500,70,0.70163
500,80,0.73708
500,90,0.77618
500,100,0.81907
500,110,0.86585
500,120,0.91651
500,130,0.97095
500,140,1.029
500,150,1.0903
500,160,1.1546
500,170,1.2212
500,180,1.2896
500,190,1.3592
500,200,1.429
500,210,1.4984
500,220,1.5664
500,230,1.6321
500,240,1.6944
500,250,1.7526
500,260,1.8055
500,270,1.8524
500,280,1.8923
500,290,1.9246
510,50,0.63674
510,60,0.668
510,70,0.70288
510,80,0.74164
510,90,0.7845
510,100,0.83159
510,110,0.88298
510,120,0.93864
510,130,0.99842
510,140,1.0621
510,150,1.1293
510,160,1.1996
510,170,1.2724
510,180,1.347
510,190,1.4228
510,200,1.4987
510,210,1.574
510,220,1.6476
510,230,1.7186
510,240,1.7858
510,250,1.8483
510,260,1.9051
510,270,1.9553
510,280,1.9978
510,290,2.032
520,50,0.63835
520,60,0.6722
520,70,0.71009
520,80,0.7523
520,90,0.79902
520,100,0.85038
520,110,0.90642
520,120,0.96706
520,130,1.0321
520,140,1.1014
520,150,1.1743
520,160,1.2505
520,170,1.3293
520,180,1.41
520,190,1.4917
520,200,1.5735
520,210,1.6543
520,220,1.7333
520,230,1.8092
520,240,1.881
520,250,1.9475
520,260,2.0078
520,270,2.0609
520,280,2.1057
520,290,2.1415
530,50,0.64485
530,60,0.68144
530,70,0.72247
530,80,0.76821
530,90,0.81885
530,100,0.87449
530,110,0.93515
530,120,1.0007
530,130,1.071
530,140,1.1457
530,150,1.2243
530,160,1.3062
530,170,1.3908
530,180,1.4772
530,190,1.5646
530,200,1.6519
530,210,1.7381
530,220,1.822
530,230,1.9025
530,240,1.9785
530,250,2.0488
530,260,2.1123
530,270,2.1679
530,280,2.2147
530,290,2.2518
540,50,0.65549
540,60,0.69491
540,70,0.73914
540,80,0.78845
540,90,0.843
540,100,0.90291
540,110,0.96813
540,120,1.0386
540,130,1.1139
540,140,1.1939
540,150,1.2779
540,160,1.3653
540,170,1.4555
540,180,1.5474
540,190,1.6401
540,200,1.7327
540,210,1.8238
540,220,1.9124
540,230,1.9973
540,240,2.0771
540,250,2.1508
540,260,2.2171
540,270,2.275
540,280,2.3235
540,290,2.3616
550,50,0.66945
550,60,0.71175
550,70,0.7592
550,80,0.81206
550,90,0.8705
550,100,0.93458
550,110,1.0043
550,120,1.0794
550,130,1.1597
550,140,1.2447
550,150,1.3339
550,160,1.4266
550,170,1.522
550,180,1.6191
550,190,1.717
550,200,1.8144
550,210,1.9102
550,220,2.0032
550,230,2.092
550,240,2.1754
550,250,2.2521
550,260,2.3209
550,270,2.3808
550,280,2.4306
550,290,2.4695
560,50,0.68589
560,60,0.73108
560,70,0.78173
560,80,0.83808
560,90,0.90031
560,100,0.96846
560,110,1.0425
560,120,1.1221
560,130,1.2071
560,140,1.297
560,150,1.3911
560,160,1.4888
560,170,1.5891
560,180,1.6912
560,190,1.7937
560,200,1.8957
560,210,1.9958
560,220,2.0928
560,230,2.1852
560,240,2.2718
560,250,2.3513
560,260,2.4223
560,270,2.4839
560,280,2.5349
560,290,2.5743
570,50,0.704
570,60,0.75202
570,70,0.80579
570,80,0.86554
570,90,0.93142
570,100,1.0035
570,110,1.0816
570,120,1.1656
570,130,1.255
570,140,1.3495
570,150,1.4482
570,160,1.5506
570,170,1.6555
570,180,1.7621
570,190,1.8691
570,200,1.9752
570,210,2.0793
570,220,2.1799
570,230,2.2756
570,240,2.3651
570,250,2.447
570,260,2.52
570,270,2.583
570,280,2.6349
570,290,2.6747
580,50,0.72295
580,60,0.77371
580,70,0.83047
580,80,0.89347
580,90,0.96284
580,100,1.0386
580,110,1.1206
580,120,1.2086
580,130,1.3022
580,140,1.4009
580,150,1.504
580,160,1.6107
580,170,1.7199
580,180,1.8306
580,190,1.9416
580,200,2.0516
580,210,2.1593
580,220,2.2631
580,230,2.3618
580,240,2.4538
580,250,2.5379
580,260,2.6126
580,270,2.6768
580,280,2.7293
580,290,2.7693
590,50,0.74193
590,60,0.79531
590,70,0.85491
590,80,0.92096
590,90,0.99359
590,100,1.0728
590,110,1.1584
590,120,1.2502
590,130,1.3476
590,140,1.4503
590,150,1.5573
590,160,1.6679
590,170,1.781
590,180,1.8955
590,190,2.0102
590,200,2.1236
590,210,2.2345
590,220,2.3413
590,230,2.4425
590,240,2.5368
590,250,2.6227
590,260,2.6989
590,270,2.764
590,280,2.8171
590,290,2.8571
600,50,0.76021
600,60,0.81601
600,70,0.87825
600,80,0.94714
600,90,1.0228
600,100,1.1051
600,110,1.194
600,120,1.2892
600,130,1.3902
600,140,1.4964
600,150,1.607
600,160,1.7211
600,170,1.8377
600,180,1.9556
600,190,2.0735
600,200,2.19
600,210,2.3037
600,220,2.4131
600,230,2.5166
600,240,2.6128
600,250,2.7003
600,260,2.7777
600,270,2.8436
600,280,2.8971
600,290,2.937
610,50,0.77706
610,60,0.83509
610,70,0.89974
610,80,0.97118
610,90,1.0495
610,100,1.1347
610,110,1.2266
610,120,1.3249
610,130,1.429
610,140,1.5383
610,150,1.6521
610,160,1.7693
610,170,1.889
610,180,2.0099
610,190,2.1306
610,200,2.2498
610,210,2.3659
610,220,2.4775
610,230,2.5829
610,240,2.6808
610,250,2.7696
610,260,2.8479
610,270,2.9145
610,280,2.9682
610,290,3.008
620,50,0.79185
620,60,0.85187
620,70,0.91864
620,80,0.99237
620,90,1.0731
620,100,1.1608
620,110,1.2553
620,120,1.3562
620,130,1.463
620,140,1.5751
620,150,1.6916
620,160,1.8116
620,170,1.9339
620,180,2.0573
620,190,2.1804
620,200,2.3018
620,210,2.42
620,220,2.5335
620,230,2.6406
620,240,2.7398
620,250,2.8296
620,260,2.9087
620,270,2.9758
620,280,3.0296
620,290,3.0692
630,50,0.804
630,60,0.86575
630,70,0.93436
630,80,1.01
630,90,1.0928
630,100,1.1827
630,110,1.2794
630,120,1.3825
630,130,1.4917
630,140,1.606
630,150,1.7248
630,160,1.8471
630,170,1.9716
630,180,2.0971
630,190,2.2222
630,200,2.3454
630,210,2.4653
630,220,2.5802
630,230,2.6886
630,240,2.7889
630,250,2.8796
630,260,2.9592
630,270,3.0266
630,280,3.0805
630,290,3.1199
640,50,0.81304
640,60,0.87621
640,70,0.94635
640,80,1.0236
640,90,1.1081
640,100,1.1997
640,110,1.2982
640,120,1.4032
640,130,1.5142
640,140,1.6304
640,150,1.7511
640,160,1.8751
640,170,2.0013
640,180,2.1285
640,190,2.2551
640,200,2.3798
640,210,2.501
640,220,2.6171
640,230,2.7264
640,240,2.8275
640,250,2.9188
640,260,2.9988
640,270,3.0663
640,280,3.1202
640,290,3.1594
650,50,0.81856
650,60,0.88285
650,70,0.95417
650,80,1.0327
650,90,1.1185
650,100,1.2114
650,110,1.3113
650,120,1.4177
650,130,1.5301
650,140,1.6477
650,150,1.7698
650,160,1.8951
650,170,2.0226
650,180,2.151
650,190,2.2788
650,200,2.4045
650,210,2.5266
650,220,2.6434
650,230,2.7535
650,240,2.855
650,250,2.9467
650,260,3.027
650,270,3.0945
650,280,3.1483
650,290,3.1872
660,50,0.82024
660,60,0.88532
660,70,0.95749
660,80,1.0369
660,90,1.1236
660,100,1.2175
660,110,1.3183
660,120,1.4257
660,130,1.539
660,140,1.6576
660,150,1.7805
660,160,1.9067
660,170,2.0351
660,180,2.1642
660,190,2.2927
660,200,2.419
660,210,2.5417
660,220,2.659
660,230,2.7693
660,240,2.8712
660,250,2.963
660,260,3.0433
660,270,3.1108
660,280,3.1645
660,290,3.2032
670,50,0.81787
670,60,0.88342
670,70,0.95608
670,80,1.036
670,90,1.1232
670,100,1.2176
670,110,1.319
670,120,1.4269
670,130,1.5407
670,140,1.6597
670,150,1.7831
670,160,1.9097
670,170,2.0384
670,180,2.1678
670,190,2.2966
670,200,2.4232
670,210,2.546
670,220,2.6634
670,230,2.7738
670,240,2.8756
670,250,2.9674
670,260,3.0476
